MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,MSZoning,PavedDrive,Neighborhood,BldgType,HouseStyle,SalePrice
120,51.0,3635,7,5,2007,0,1569,0,1,2,0,1,1,660,RL,Y,Blmngtn,TwnhsE,1Story,175900
190,60.0,11340,4,6,1885,1,2290,0,0,2,0,4,0,560,RM,N,OldTown,2fmCon,2Story,122500
60,,16545,8,5,1998,0,2450,1,0,2,1,3,1,1069,RL,Y,NoRidge,1Fam,2Story,340000
20,71.0,9204,5,5,1963,0,1144,1,0,1,1,3,0,336,RL,Y,NAmes,1Fam,1Story,124000
20,,16381,6,5,1969,0,1844,1,0,2,0,3,1,540,RL,Y,Crawfor,1Fam,1Story,223000
60,90.0,11700,6,6,1968,0,1416,0,0,2,1,3,1,776,RL,Y,NWAmes,1Fam,2Story,179900
120,53.0,4043,6,5,1977,0,1069,0,0,2,0,2,1,440,RL,Y,NPkVill,TwnhsE,1Story,127500
120,37.0,4435,6,5,2003,0,848,1,0,1,0,1,0,420,RM,Y,CollgCr,TwnhsE,1Story,136500
80,,19690,6,7,1966,0,2201,0,0,2,0,4,1,432,RL,Y,Edwards,1Fam,SLvl,274970
20,,9503,5,5,1958,1,1344,1,0,1,0,2,1,484,RL,Y,NAmes,1Fam,1Story,144000
20,80.0,10721,6,6,1959,0,1252,0,0,1,0,3,0,528,RL,Y,NAmes,1Fam,1Story,142000
60,81.0,10944,7,5,1994,0,2127,1,0,2,1,3,2,525,RL,Y,NoRidge,1Fam,2Story,271000
50,60.0,10930,5,6,1945,1,1558,1,0,1,1,3,1,288,RL,Y,NAmes,1Fam,1.5Fin,140000
30,60.0,7200,5,7,1940,1,804,1,0,1,0,2,2,240,RM,Y,OldTown,1Fam,1Story,119000
20,,12546,6,7,1981,0,1440,0,0,2,0,3,1,467,RL,Y,NWAmes,1Fam,1Story,182900
60,60.0,21930,5,5,2005,0,1838,0,0,2,1,4,1,372,RL,Y,Gilbert,1Fam,2Story,192140
120,,4928,6,6,1976,0,958,0,0,2,0,2,0,440,RL,Y,NPkVill,TwnhsE,1Story,143750
30,60.0,10800,4,6,1927,1,968,0,0,2,0,4,0,216,RL,Y,OldTown,1Fam,1Story,64500
60,93.0,10261,6,5,2000,0,1792,1,0,2,1,3,1,451,RL,Y,Gilbert,1Fam,2Story,186500
20,80.0,17400,5,5,1977,0,1126,1,0,2,0,3,1,484,RL,P,Mitchel,1Fam,1Story,160000
20,80.0,8400,6,9,1962,1,1537,1,0,1,1,3,1,462,RL,Y,NAmes,1Fam,1Story,174000
20,60.0,9000,4,6,1971,0,864,0,0,1,0,3,0,528,RL,Y,NAmes,1Fam,1Story,120500
20,96.0,12444,8,5,2008,0,1932,1,0,2,0,2,1,774,RL,Y,NridgHt,1Fam,1Story,394617
20,90.0,7407,6,7,1957,1,1236,1,0,1,0,2,0,923,RM,Y,OldTown,1Fam,1Story,149700
60,80.0,11584,7,6,1979,0,1725,0,0,2,1,3,1,550,RL,Y,NWAmes,1Fam,SLvl,197000
70,79.0,11526,6,7,1922,1,2555,0,0,2,0,3,1,672,RL,Y,Crawfor,1Fam,2.5Fin,191000
120,,4426,6,5,2004,0,848,1,0,1,0,1,1,420,RM,Y,CollgCr,TwnhsE,1Story,149300
60,85.0,11003,10,5,2008,0,2007,1,0,2,1,3,1,812,FV,Y,Somerst,1Fam,2Story,310000
30,,8854,6,6,1916,1,952,0,0,1,0,2,1,192,RL,P,BrkSide,1Fam,1.5Unf,121000
20,63.0,8500,7,5,2004,0,1422,0,0,2,0,3,0,626,RL,Y,CollgCr,1Fam,1Story,179600
85,70.0,8400,6,5,1966,0,913,1,0,1,0,3,0,240,RL,Y,Sawyer,1Fam,SFoyer,129000
20,,26142,5,7,1962,0,1188,0,0,1,0,3,0,312,RL,P,Mitchel,1Fam,1Story,157900
60,80.0,10000,8,5,1995,1,2090,1,0,2,1,3,1,556,RL,Y,CollgCr,1Fam,2Story,240000
50,70.0,11767,4,7,1910,1,1346,0,0,1,1,2,0,384,RL,Y,Edwards,1Fam,2Story,112000
180,21.0,1533,5,7,1970,0,630,1,0,1,0,1,0,0,RM,Y,MeadowV,Twnhs,SFoyer,92000
90,60.0,9000,5,5,1974,0,1792,0,0,2,2,4,0,0,RL,Y,NAmes,Duplex,2Story,136000
20,78.0,9262,8,5,2008,1,1578,0,0,2,0,3,1,840,RL,Y,Somerst,1Fam,1Story,287090
180,35.0,3675,5,5,2005,0,1072,1,0,1,0,2,0,525,RM,Y,Edwards,TwnhsE,SLvl,145000
20,90.0,17217,5,5,2006,0,1140,0,0,1,0,3,0,0,RL,Y,Mitchel,1Fam,1Story,84500
20,62.0,7500,7,5,2004,1,1221,1,0,2,0,2,0,400,FV,Y,Somerst,1Fam,1Story,185000
60,62.0,7917,6,5,1999,1,1647,0,0,2,1,3,1,460,RL,Y,Gilbert,1Fam,2Story,175000
20,85.0,13175,6,6,1978,1,2073,1,0,2,0,3,2,500,RL,Y,NWAmes,1Fam,1Story,210000
70,66.0,9042,7,9,1941,1,2340,0,0,2,0,4,2,252,RL,Y,Crawfor,1Fam,2Story,266500
20,68.0,9717,5,6,1950,1,1078,1,0,1,0,2,0,240,RL,Y,NAmes,1Fam,1Story,142125
20,75.0,9937,5,6,1965,0,1256,1,0,1,1,3,0,276,RL,Y,Edwards,1Fam,1Story,147500
